Location,Region Name,Zone Name,lat,lng,Number of staff,Number of Doctors,Percentage of underweight Children,Proportion of children 6-59 months with severe acute malnutrition,Proportion of HHs using latrine,Malaria rate,Proportion of  households covered with mosquito bed nets(LLIN),Proportion of functional 1 to 5 networks,Health budget utilization,Essential drugs availability,Integrated Supportive supervision,Reporting completeness
boset,oromiya,east shewa,8.64741085149,39.5630201811,127.0,0.0,4858.68294525,3998.34280014,261463.929199,27.2203033447,1851.00939941,34900.9028931,200.0,2104.0,10667.4999542,7436.66661072
bugna,amhara,north wollo,12.1616954896,38.6992849738,106.0,0.0,7728.44999695,1133.30003071,10005.1094971,13.1762369537,749.162506103,14719.8475952,200.0,1089.0,8391.66656494,10850.0
bule hora town,oromiya,borena,5.641269,38.237316,106.0,0.0,16.7852658629,6.4561961107,14350.9801255,0.01875,749.162506103,248.433197021,200.0,276.0,100.0,2400.0
bule hora,oromiya,borena,5.64780711898,38.2221151433,106.0,0.0,9506.61915588,5756.48034286,8929.45666504,11.5227058105,749.162506103,57629.3896484,200.0,1437.0,8666.66662598,13409.5238342
bullen,benishangul-gumuz,benishangul-gumuz,10.5246161468,35.9515386572,136.0,0.0,1315.14919245,538.609352469,100938.687134,23.6949768524,485.041625977,29555.8867188,90.9815292358,484.0,4083.33334351,4076.29186249
bure,oromiya,ilu ababor,8.30312831812,35.1356882058,15.0,0.0,668.879741013,1385.17817406,7467.2388916,0.898587292194,1421.55175781,29508.1609802,96.0181808472,724.0,7721.66662598,7038.09525299
burie town,amhara,west gojam,10.705688,37.064373,53.0,0.0,325.214760855,451.932829261,651.459758759,4.33514972305,749.162506103,8598.06054688,100.0,1129.0,2000.0,9680.0
burie zuria,amhara,west gojam,10.5386961776,37.0477242516,210.0,0.0,681.60434401,373.889820009,15747.8820801,21.509869751,2000.0,28088.1170044,267.957550049,1477.0,8691.66668701,20102.8216705
buriji,snnpr,segen,5.48443040922,37.7844507411,106.0,0.0,593.405225754,694.676749349,14350.9801255,6.32188825226,749.162506103,11596.8751984,200.0,1039.5,100.0,4620.78430176
burqa dhintu,oromiya,west hararge,0.0,0.0,23.0,0.0,5783.84280396,1041.40427971,14350.9801255,2.98641965103,200.0,25296.18573,50.0499267578,682.0,600.0,8103.60244751
butajira,snnpr,gurage,8.121474,38.378377,106.0,0.0,164.377526671,341.619423755,14350.9801255,0.108126846433,749.162506103,18915.9616089,200.0,1039.5,399.999996185,1600.0
caliya,oromiya,west shoa,9.01941560156,37.3797821957,243.0,2.0,5448.27658844,3436.89787388,212337.714233,4.75982667828,512.364990234,31530.0534668,200.0,1971.0,16919.9997559,16944.9299927
celkari,somali,somali,6.02474789476,42.035173189,109.0,0.0,4807.58992767,2495.26091743,2110.0,0.93582144165,1000.0,2000.0,200.0,312.0,2675.0,2210.0
chagni,amhara,awi,10.956781,36.505122,73.0,0.0,2.95996717364,1.08095740527,772.598876953,2.8697084322,749.162506103,2180.63756561,84.024848938,1185.0,1500.0,5500.0
charati,somali,somali,5.31851763971,41.6680729491,106.0,0.0,2836.93110657,2791.56454086,10275.7146301,12.4419158325,749.162506103,14539.166626,200.0,558.0,1475.0,4668.07502747
cheha,snnpr,gurage,8.12532210122,37.8159607596,255.0,6.0,644.780255795,2132.72524176,3135.01324463,6.81015085602,353.389587402,9598.87469482,519.451370239,1039.5,5786.41897583,15650.9523315
chena,snnpr,kaffa,7.24031564926,35.8689182516,213.0,0.0,67.2806937099,30.1591894627,837.172424316,0.682810387611,311.175430298,1756.41851044,84.5825500488,1039.5,554.964332581,2275.93018341
chencha,snnpr,gamo gofa,6.24674280964,37.5649028114,263.0,7.0,36.0563461185,276.800537497,770.356369019,0.333333328247,749.162506103,2283.12245941,201.289039612,1039.5,513.425008774,2314.88604736
cheta,snnpr,kaffa,6.90704115089,36.3602986771,20.0,0.0,67.0176048577,24.606304571,798.37903595,0.534085927486,238.383285522,2054.45386887,100.0,1039.5,393.115982056,2367.5
chewaka,oromiya,ilu ababor,8.92587483428,36.118441332,68.0,0.0,4679.56637478,1659.57586622,1106.09947205,21.5072835999,100.0,32574.0812378,167.829681396,778.0,550.0,5939.39389801
chifra,afar,afar,11.6504983703,40.3416761693,178.0,0.0,8364.39563751,5602.89222527,1292.54595947,17.7863246613,749.162506103,660.0,200.0,643.0,2988.3332901,4314.52384949
chilga,amhara,north gondar,12.5960612575,36.9053914964,157.0,0.0,3048.19429016,2919.7531327,77794.8344727,52.4882789307,814.142883301,14693.445816,356.200866699,2221.0,3532.22222137,16284.9692841
chinakson,oromiya,east hararge,9.60065419127,42.6327874719,39.0,0.0,8211.3360033,1934.48134315,5595.90020752,0.407083332062,749.162506103,29833.8579102,200.0,1101.0,7233.33331299,6463.80952454
chiro town,oromiya,west hararge,9.08095,40.865385,106.0,0.0,140.385476828,340.450288348,14350.9801255,1.19190897632,749.162506103,851.773544312,98.4905929565,222.0,300.0,1601.66666794
chiro,oromiya,west hararge,9.06363060714,40.8040346625,97.0,0.0,15891.6259766,8321.04543304,14350.9801255,4.49929759598,749.162506103,50392.7124023,316.727325439,1444.0,900.0,9440.14492798
chole,oromiya,arsi,8.11538443143,39.9745522137,106.0,0.0,3597.67949343,1351.17494154,8670.45233154,5.65054099274,749.162506103,15036.4655762,200.0,1142.0,17066.666748,11500.0
chora botor,oromiya,jimma,8.32501414762,37.2527783928,54.0,0.0,3419.1881485,492.361555576,39839.53479,8.99026164246,833.351074219,58062.9215698,50.5426445007,1295.0,17428.8197632,14400.9426041
chora,oromiya,ilu ababor,8.36985331653,36.1238376493,104.0,0.0,952.871400356,350.868402958,15359.2834473,1.72526645422,749.162506103,22821.5666542,200.0,1332.0,2833.33341217,2865.7142868
d/tembein,tigray,tigray,13.6216917197,39.2252577353,185.0,0.0,2684.33789825,836.559915543,742685.803528,12.2486414795,790.114318848,56555.1025391,207.371353149,1663.0,11399.9997559,15709.7087784
d/zuryia,amhara,south wolo,11.0608208536,39.5260001342,148.0,0.0,12136.9900818,1733.78389168,46386.7458496,7.40356118011,1274.14575195,67258.8171387,693.940368652,2301.0,26318.0194092,19136.4035034
dabat,amhara,north gondar,13.0429041703,37.6963714984,180.0,0.0,8871.70638657,3083.52179337,28176.8704834,23.9998292847,100.0,18374.1006622,462.723480225,1697.0,4641.6665802,20731.4285889
dabo hana,oromiya,ilu ababor,8.72174124773,36.2468835158,106.0,0.0,427.849014759,112.323420048,9401.68066406,4.90918423462,97.5641021729,22509.541687,200.0,528.0,683.333335876,4947.5
dagah madow,somali,somali,8.13196437073,42.9643115955,106.0,0.0,590.772368908,175.715938091,14350.9801255,1.47612271118,749.162506103,580.0,200.0,89.0,4466.66665649,506.666664124
dale sadi,oromiya,kellem,8.8806157501,35.1829931765,108.0,0.0,3389.69589424,2385.84875393,47083.0693359,1.16668158197,800.0,50837.4638672,480.59362793,1405.0,20054.1663818,11795.4545364
dale wabera,oromiya,kellem,8.89980501948,35.0672750638,118.0,0.0,7919.09450531,1916.73332977,42519.3261719,17.8010437469,2084.32128906,65071.534668,260.089324951,1293.0,16222.0510254,14815.3334045
dale,snnpr,sidama,6.75247835576,38.393009136,666.0,0.0,1320.72618484,1017.08309007,13534.6273193,3.36068507957,2106.89208984,28341.7051392,800.0,1039.5,10209.5845947,11907.1284485
dalifage,afar,afar,10.5909068527,40.2307766432,12.0,0.0,3873.09344482,3516.06539536,203.801170349,5.89814189148,100.0,2101.7857132,200.0,505.0,350.0,900.0
dallol,afar,afar,14.23385927,40.0782098733,106.0,0.0,1161.12693024,2331.59791946,14350.9801255,0.420754547119,749.162506103,18915.9616089,200.0,368.0,266.666656494,1641.66665649
dalocha,snnpr,silte,7.76185643023,38.2689322359,130.0,0.0,216.870146155,241.54406774,2220.69821167,0.465379611969,363.387588501,4799.79936218,198.843582153,1039.5,1041.18593216,4369.83357239
dambal,somali,somali,9.9276687378,42.4610042588,106.0,0.0,3123.64343643,1658.01727772,14350.9801255,0.850974899292,749.162506103,0.0,200.0,210.0,133.333328247,2340.24859619
dambi dollo,oromiya,kellem,8.534827,34.800954,38.0,0.0,34.4615522623,7.45114392042,600.0,0.149728782058,749.162506103,1477.7564888,100.0,271.0,1200.0,3600.0
damboya,snnpr,kembata tembaro,7.35254959941,37.9570213266,285.0,0.0,283.109894753,66.8389233351,3115.33535767,1.46486980438,488.803771973,8898.11361694,491.837493896,1039.5,2346.70106506,6075.0
damot gale,snnpr,wolayta,6.98322930296,37.8839050406,91.0,5.0,1472.39080906,553.067155004,10601.3278198,9.33714878845,945.964361191,21482.9634399,516.592205048,1039.5,5888.55581665,9494.84204102
damot pulassa,snnpr,wolayta,7.04170799046,37.8589131538,351.0,18.0,1090.24160194,581.944713593,8210.6706543,2.49237494659,376.83215332,14373.8615723,810.219909668,1039.5,3501.51727295,7175.85861206
damot sore,snnpr,wolayta,6.95151645876,37.6574956642,116.0,3.0,1301.5835228,1373.21939552,3265.61218262,3.50285038757,1015.41986084,8487.72732544,0.0,1039.5,3255.23220825,4772.25672913
damot woyde,snnpr,wolayta,6.82673005019,37.9576288957,44.0,0.0,216.055826187,86.1053880602,5610.12588501,1.99543366814,1318.45715332,7566.8082428,201.210968018,1039.5,1734.3679657,2586.42713165
danan,somali,somali,6.72112624406,43.2808927603,106.0,0.0,64.7312831879,167.326846123,75.0,0.771490653992,749.162506103,400.0,200.0,222.0,841.666664124,2049.7618866
dandi,oromiya,west shoa,8.96709108228,38.123268024,105.0,0.0,3265.18444109,1463.25042975,1508.76483154,4.96478626108,300.0,24610.2569885,100.0,1916.0,2941.66671753,13672.5083466
dangila t,amhara,awi,11.258172,36.845119,70.0,0.0,146.49606517,5.75581465848,3918.92611694,4.22882534742,500.0,11936.842041,100.0,302.0,6600.0,8800.0
dangila w,amhara,awi,11.2265017871,36.7765821307,175.0,0.0,422.294633746,23.6459417343,27629.8503418,28.9945135498,1999.59509277,22448.7543945,368.21307373,1432.0,12366.6665649,11957.5
dangur,benishangul-gumuz,benishangul-gumuz,11.3596530907,36.0258696199,91.0,0.0,3069.47177887,1064.34778211,70823.0788574,23.6808720703,755.0,35822.3848963,99.6745681763,737.0,11025.0,1516.66666412
dano,oromiya,west shoa,8.74350571137,37.2924782561,112.0,0.0,2133.86450005,435.703821182,257176.77832,13.1432102814,422.972961426,39586.6512451,400.0,1087.0,11659.6154785,10485.5385208
danot,somali,somali,7.83234195384,45.9551981327,106.0,0.0,1489.69745159,773.401307583,14350.9801255,0.0369186058044,749.162506103,27.2727279663,200.0,83.0,4466.66665649,1280.0
dara malo,snnpr,gamo gofa,6.27024082975,37.2824855881,151.0,0.0,39.761867404,14.7962227091,1747.89981079,1.34172621918,0.0,2384.88156128,100.0,1039.5,774.43548584,2382.67543793
dara,snnpr,sidama,6.45231349641,38.3893861632,72.0,1.0,1408.58041573,904.29615593,18508.3247986,1.19546422577,749.162506103,10178.7729492,326.043083191,1039.5,2227.31356812,3250.21463776
daratole,somali,somali,7.30029,45.43974,106.0,0.0,340.518369675,361.669304371,14350.9801255,0.301958385468,749.162506103,18915.9616089,200.0,70.0,4466.66665649,900.0
darimu,oromiya,ilu ababor,8.59172883934,35.370617094,106.0,0.0,1927.25218356,545.998313725,16438.8006287,26.4285893555,749.162506103,69611.9938965,200.0,807.0,8744.05981445,5741.66664124
daro labu,oromiya,west hararge,8.47280064903,40.4949763282,96.0,0.0,13177.7215271,4582.93480301,26767.0157471,4.58565889549,2985.39770508,17452.2028275,246.25390625,1511.0,16613.2757568,17435.807869
daror,somali,somali,8.226061,44.69445,106.0,0.0,1572.07452202,578.593330264,1151.71044922,1.89097556305,749.162506103,968.333312988,200.0,169.0,4466.66665649,1103.33332825
dasenech,snnpr,south omo,4.68320681136,36.0812536594,7.0,0.0,196.080248356,127.818831891,158.640480042,0.582182152748,99.8683166504,1473.16292381,100.0,1039.5,221.777778625,2440.60744476
dawe harwa,amhara,oromia,10.7621385031,40.0530951884,30.0,0.0,7070.85258484,3215.2580719,6353.01025391,4.79772441101,201.329162598,10191.6755981,100.0,535.0,5419.99996948,4265.0
dawe kachen,oromiya,bale,6.65106352027,40.8114134469,52.0,0.0,2691.15113258,1361.76931977,6674.16836548,0.1,900.0,16231.6093597,299.969604492,788.0,8841.66662598,7884.2575531
dawe serer,oromiya,bale,9.262222,41.860556,48.0,0.0,4151.60886192,148.641213775,28502.7163086,0.733333335876,1700.0,25315.0379639,200.0,1023.0,11808.333252,11052.5973969
dawo,oromiya,south wollo,8.78471995775,38.160355321,55.0,0.0,7509.09779739,1115.794541,124630.0,9.84786628151,90.3225784302,6287.42402649,200.0,1105.0,5058.33331299,11303.333313
dawunt,amhara,north wollo,11.4714472774,38.836285461,106.0,0.0,2565.64910632,729.1634534,58314.6262207,5.17779150391,749.162506103,7594.38078308,200.0,1201.0,10783.333252,13100.0
debark zuria,amhara,north gondar,13.202808719,37.8351011927,126.0,0.0,8484.51426697,3567.95455742,117012.474243,32.0913285522,428.6640625,29244.2338867,113.143218994,2393.0,10893.3334045,24224.1453094
debark,amhara,north gondar,13.152954,37.898626,54.0,0.0,76.992991209,39.0921231508,14350.9801255,1.89474179459,749.162506103,18915.9616089,100.0,317.0,800.0,8200.0
debaytilatgin,amhara,east gojam,10.5392247595,37.9916408623,191.0,0.0,899.010210723,42.97084409,15352.6234131,8.32219302368,0.0,27774.6764526,261.490020752,1674.0,9858.33331299,12429.4872818
debirebirihantawon,amhara,north shoa,9.673712,39.530025,192.0,7.0,444.280755162,27.2359272242,3900.0,1.0691872437,749.162506103,8996.27450562,251.920257568,734.0,4983.33337402,19188.8888855
debre elias,amhara,east gojam,10.2317537897,37.3213633479,117.0,0.0,148.133009687,142.673577964,11999.5671387,21.1487840881,1331.77026367,25873.631958,308.072814941,1342.0,9316.66656494,13216.6666565
debre libanos,oromiya,north shoa,9.65680098112,38.8481363445,59.0,0.0,1513.41004491,1655.09986401,101123.237061,0.325,100.0,8655.88573551,200.0,525.0,3058.33332825,6157.1428833
debremarkos,amhara,east gojam,10.332184,37.733788,180.0,0.0,1030.83989224,64.7890807092,5211.72698975,3.71689223671,0.0,12670.8574829,274.455871582,1080.0,5216.66671753,8364.43307495
debretabor,amhara,south gondar,11.854792,38.013575,163.0,0.0,76.7743588686,13.3364872597,14350.9801255,2.66202402878,749.162506103,18915.9616089,289.115600586,854.0,999.999977112,7400.0
debub achefre,amhara,west gojam,11.4738988696,36.8182223878,302.0,0.0,380.888523638,240.042424738,11688.4261475,17.0765332947,1427.13989258,38942.5699463,534.401733398,2232.0,16633.333374,18575.0
decha,snnpr,kaffa,6.84090053255,36.165245443,24.0,0.0,112.002392888,55.7598290443,818.587562561,0.644959028244,269.969017029,2042.55358887,70.0059967041,1039.5,762.08650589,4438.91946411
deddo,oromiya,jimma,7.41340278316,36.9272787055,106.0,0.0,14513.5102539,7198.13674927,192007.011719,5.36241251326,749.162506103,79932.416626,200.0,3502.0,16509.6048584,31082.7220185
deder town,oromiya,east hararge,9.317062,41.441747,30.0,0.0,86.2263599634,19.3240936249,199.577407837,0.1,749.162506103,18915.9616089,200.0,241.0,575.0,2553.33333588
deder,oromiya,east hararge,9.25853417487,41.4215945923,184.0,0.0,4532.2912674,890.793855667,95583.793457,6.73716386414,1874.7199707,76150.7199707,800.0,1998.0,13711.0838623,22060.7142944
dega damot,amhara,west gojam,10.8501773673,37.6082376977,158.0,0.0,1170.53887224,1440.78293324,27632.7924805,42.5159980469,1200.0,40449.4542542,371.372558594,1786.0,26766.666748,19500.0
dega,oromiya,ilu ababor,8.59366303234,36.1082282963,106.0,0.0,1099.03413033,21.9812232256,1537.5254364,0.644419837952,749.162506103,28160.776001,200.0,442.0,641.666671753,2500.0
degem,oromiya,north shoa,9.80791011845,38.6211085412,135.0,0.0,3327.07944107,681.48161006,11070.3128967,3.17563229179,400.0,24438.0913086,64.5802078247,1460.0,13304.166626,15269.0942078
dehana,amhara,waghimra,12.4385733917,38.672040515,106.0,0.0,11028.4844208,10976.9621325,9256.47885132,17.263849762,749.162506103,46853.1976318,200.0,1554.0,6087.50007629,15278.5574341
dejen,amhara,east gojam,10.1990188419,38.1755728199,150.0,0.0,586.35392189,372.720842123,14693.1778564,25.0621526489,844.047607422,41489.892334,495.747406006,1590.0,18366.6663818,15200.0
delanta,amhara,south wolo,11.592294,39.212608,122.0,0.0,8464.13595581,1499.0311842,22985.7416992,6.21669947243,749.162506103,49124.1903534,500.0,1738.0,3300.0,2600.0
dembecha,amhara,west gojam,10.5212216717,37.3541584853,224.0,0.0,542.907529116,3069.97612238,16706.1435547,17.7653237915,2093.09765625,36994.4859619,550.696777344,1757.0,18900.0,17600.0
dembia,amhara,north gondar,12.4023871678,37.263331388,166.0,0.0,4171.47602582,879.561442912,28948.6760254,51.2969602051,1510.81408691,24064.885498,193.460388184,2366.0,8201.38882446,22991.7644157
denba gofa,snnpr,gamo gofa,6.45018325721,37.0007497457,58.0,0.0,21.756387651,2.2498616986,777.58454895,0.574844330788,303.808227539,2395.74175262,872.951854706,1039.5,906.787715912,2340.91719818
dera,oromiya,north shoa,10.2119019004,38.6309437096,176.0,0.0,13006.1511688,6625.57398224,46234.5445557,21.9740998383,1107.82189941,38312.8253784,93.5762557983,1656.0,16931.2178955,17962.0238647
dera,amhara,south gondar,11.6073767222,37.6695410605,208.0,0.0,2372.20103836,2578.40063381,30613.3417969,34.3320931396,1404.55505371,23071.8120575,591.919067383,3506.0,20041.6668701,27061.7288818
derashe,snnpr,segen,5.64596602123,37.3925783099,304.0,2.0,399.843572855,585.875811219,9562.63064575,2.15985124683,455.391296387,3957.55406952,280.414558411,1039.5,1314.28515625,4536.51231384
dewa chefa,amhara,oromia,10.7649754564,39.8494760271,163.0,0.0,7573.80640411,3074.99279022,30303.901001,11.5615944061,749.162506103,25436.239563,499.739196777,1801.0,19761.666626,15893.2746124
dewe,afar,afar,10.791670426,40.2999078535,106.0,0.0,8748.26902008,6402.23993683,200.0,10.5080016327,749.162506103,0.0,200.0,660.0,400.0,2235.7142868
dhas,oromiya,borena,4.20534285796,38.8361569375,106.0,0.0,1175.96523464,445.190041363,4294.6721344,0.857308648109,749.162506103,9021.31630802,200.0,747.0,633.333343506,6560.41662979
dhekasuftu,somali,somali,0.0,0.0,106.0,0.0,3390.01985931,932.374588013,1017.23841858,7.18681417847,749.162506103,2383.40129089,200.0,128.0,1199.99995422,447.817459106
dibate,benishangul-gumuz,benishangul-gumuz,10.4450521005,36.2154091845,106.0,0.0,4493.63919163,989.510133743,112747.622559,39.3263607178,749.162506103,21922.0332031,200.0,799.0,2899.99987793,5477.09594727
didesa,oromiya,ilu ababor,8.09927202195,36.5663811908,79.0,0.0,3653.66620517,1466.15053909,3100.0,5.24345072746,749.162506103,23325.2861328,300.0,664.0,200.0,5269.85293579
didu,oromiya,ilu ababor,7.96113268098,35.5633797392,110.0,0.0,1270.28006029,176.53066206,5430.60241699,0.0,749.162506103,16706.3951721,200.0,542.0,2150.0,6041.23158264
diga,oromiya,east wolega,9.0600018486,36.3259073309,155.0,0.0,3809.40346527,1426.29947042,14350.9801255,17.9162341614,700.0,26051.7084351,200.0,1062.0,1350.0,9196.15384674
digalu,oromiya,arsi,7.73052926749,39.2296168236,106.0,0.0,1900.32566166,1058.57843623,15535.125,0.0,749.162506103,5569.19480896,200.0,1396.0,16001.0,11533.3333435
dilla town,snnpr,gedeo,6.414717,38.309111,92.0,0.0,211.685410261,101.245275766,14350.9801255,0.441352958202,749.162506103,18915.9616089,99.8121490479,1039.5,4466.66665649,2212.49999237
dilla zuria,snnpr,gedeo,6.35576713367,38.3385112325,67.0,0.0,4324.73506165,434.050296068,1959.03683472,1.69216625214,749.162506103,7910.71776581,200.0,1039.5,1235.31745148,5732.222229
dillo,oromiya,borena,4.05145446311,37.8685684485,38.0,0.0,2232.18354321,659.290242314,5868.31747437,3.55391776657,800.0,19268.2114258,100.0,536.0,5308.33337402,5130.0
dimma,gambella,gambella,6.99475823337,34.6861386893,106.0,0.0,373.605573893,269.566957951,1864.44519043,2.80212585449,749.162506103,843.926239014,200.0,568.0,100.0,1797.61903
dinsho,oromiya,bale,7.06512151542,39.7756604321,73.0,0.0,494.908483028,183.316163003,12123.8453979,0.2,749.162506103,13192.6425323,99.95337677,947.0,6654.77770996,10380.0
dire dawa operational woreda health office,dire dawa,dire dawa,9.62631417052,41.9121338641,106.0,0.0,1459.19888079,922.45473206,3643.33325195,1.28704818296,749.162506103,1063.58581161,200.0,412.0,300.0,6451.93651581
dire teyara,harreri,harreri,9.37217,42.127369,106.0,0.0,1688.71022511,521.413195133,24339.8770752,1.63200942421,600.0,9774.12744141,200.0,248.0,3299.99998474,2616.66666603
dire,oromiya,borena,4.15620451745,38.2121754321,97.0,0.0,1701.53045416,396.869529903,2589.96630859,1.02932548809,1300.0,30958.3449097,333.333343506,1324.0,3083.3332901,1543.33334351
dita,snnpr,gamo gofa,6.27132977446,37.4446130081,78.0,0.0,84.6176578999,23.398915045,1619.35016632,0.48912171936,749.162506103,2335.873703,100.0,1039.5,777.213382721,9727.38101959
dobba,oromiya,west hararge,9.30245325064,41.0902987456,27.0,0.0,9102.31636047,8798.89574814,40691.053833,9.2362017746,2208.32202148,43835.0384521,30.4787368774,1561.0,15169.6030884,10172.3901825
dobowayn,somali,somali,6.14984378263,44.2671914742,106.0,0.0,1731.37264156,0.0,14350.9801255,8.45556231689,749.162506103,18915.9616089,200.0,171.0,4466.66665649,80.0
dodota,oromiya,arsi,8.27563073581,39.2716772869,106.0,0.0,8752.55778503,2794.76017618,6574.61242676,6.59135778809,749.162506103,7310.97180939,200.0,515.0,2299.99996948,25464.615387
dolo mena,oromiya,bale,6.2691697476,40.0389270884,77.0,0.0,4383.2615242,1579.02456474,137259.023804,0.733530757904,749.162506103,11961.3961029,200.0,807.0,6183.33334351,8762.27272034
doloado,somali,somali,4.34553468043,41.3726706325,106.0,0.0,3981.46981049,2184.90250444,415.384613037,9.93507130909,749.162506103,799.927024841,200.0,1017.0,66.6666641235,3730.26315308
dolobay,somali,somali,4.5185401043,42.1788758758,106.0,0.0,8389.32104492,1198.52006435,14350.9801255,0.2,749.162506103,1900.0,200.0,259.0,4466.66665649,1776.66664886
doreni,oromiya,ilu ababor,8.45277215263,35.7736223426,27.0,0.0,165.816640556,111.986337125,62729.8565674,2.47990180326,800.0,14610.7623596,100.0,500.0,3973.88885498,4827.38095093
doyogena,snnpr,kembata tembaro,7.381156612,37.804281005,58.0,2.0,199.532347918,148.1893709,2437.14031219,1.14056048334,232.950157166,4773.20072937,237.066108704,1039.5,1215.43300629,4146.29626465
dubti,afar,afar,11.6834141566,41.1028886079,106.0,0.0,6707.64155579,3398.8508358,200.0,13.5383553467,749.162506103,3139.71409607,200.0,375.0,500.0,2483.33332825
dugda dawa,oromiya,borena,5.33137555608,38.2724862415,76.0,0.0,7173.34428596,2931.53400922,232321.514893,3.89074104309,749.162506103,11298.9873352,200.0,862.0,8200.0,7400.0
dugda,oromiya,east shewa,8.18052174482,38.7775627759,55.0,0.0,3071.23755264,2550.4127171,74903.6872559,25.7412980957,1289.20715332,56869.5318604,143.878143311,1910.0,14577.8789062,36328.7003174
duguna fango,snnpr,wolayta,6.94175185788,38.0471814667,220.0,2.0,523.609974831,188.382843658,1486.43959045,0.595499659061,93.6759662628,4678.11696625,166.227256775,1039.5,1416.74989319,2677.66086578
duhun,somali,somali,7.22068522717,42.5724843857,47.0,0.0,1731.37264156,61.9047622681,151.923080444,0.8,397.777770996,18915.9616089,200.0,221.0,200.0,1800.0
dulecha,afar,afar,9.51465605835,40.0762137983,106.0,0.0,535.050598145,243.292823195,14350.9801255,4.2458012352,749.162506103,18915.9616089,200.0,82.0,66.6666641235,500.0
duna,snnpr,hadiya,7.33274248056,37.660045061,222.0,0.0,11306.5944824,3230.29079628,10257.4333191,3.38765983582,421.085296631,15956.0169678,230.986877441,1039.5,5093.66125488,2374.70429993
durame t,snnpr,kembata tembaro,7.24413,37.902789,270.0,0.0,178.782341287,2306.01503754,14350.9801255,0.0278524116129,749.162506103,18915.9616089,200.0,1039.5,600.0,7625.0
e/slasie,tigray,tigray,14.104443,38.286924,125.0,0.0,263.15127039,79.1590468511,14350.9801255,1.58669181132,749.162506103,18915.9616089,100.0,754.0,100.0,5833.63636017
east azernet berebere,snnpr,silte,7.78457845426,38.0192219351,12.0,0.0,17.6028070897,12.3126104698,949.939735413,0.431799401283,13.6406393051,2150.70794678,183.859054565,1039.5,680.690074921,2377.97203064
east badawacho,snnpr,hadiya,7.16211326103,38.0091101638,338.0,9.0,1027.23744583,950.341430768,3403.44311523,3.35433356476,153.195999146,7625.09983826,13.1055559739,1039.5,720.72716713,2813.21604156
east imey,somali,somali,6.65120748221,42.5856605775,106.0,0.0,254.303800583,200.50841713,14350.9801255,1.83825576782,749.162506103,200.0,200.0,260.0,4466.66665649,1560.7142868
ebantu,oromiya,east wolega,10.0666902443,36.4381400747,49.0,0.0,5908.97080052,1414.67025185,2988.26184082,10.7412770691,1000.0,25325.8984375,200.0,542.0,2308.33334351,4728.74472046
ebinat,amhara,south gondar,12.1891614977,38.2357026391,201.0,0.0,21185.3127747,6309.60440826,20785.8566742,45.2752038574,1558.11340332,27734.5211334,895.843505859,2682.0,1883.33334351,24306.560173
efratagidim,amhara,north shoa,10.3128518563,39.8801135158,138.0,0.0,1328.82507896,387.408461809,23741.4805298,7.04563072968,526.315795898,25753.3098145,413.709716797,1559.0,11525.0,11286.666687
ejere,oromiya,west shoa,9.06611439717,38.3702481058,119.0,0.0,3170.81307626,223.585321158,96195.1490479,3.6813101263,749.162506103,32677.4844666,393.851745605,1051.0,15250.0,11196.8827438
elidar,afar,afar,12.3129354577,41.7368782697,53.0,0.0,0.0,1487.31219101,10085.2331543,2.5393802681,0.0,0.0,300.0,718.0,1517.84311187,4916.66657257
emba alaje,tigray,tigray,12.9450329172,39.4218170102,125.0,0.0,4929.54745483,846.229739428,41403.7477417,15.7106956482,821.749816895,48297.2375488,164.876403809,1464.0,9099.92054749,13076.1538696
enarji,amhara,east gojam,10.6840293256,38.2162177748,305.0,0.0,909.299812883,329.639762565,671782.324463,14.2364732513,664.036315918,52342.5834961,254.757766724,1930.0,16016.666748,32359.9593582
endamokoni,tigray,tigray,12.7531281091,39.4509942568,98.0,0.0,3736.90670013,457.422760248,101565.909668,2.64794371796,749.162506103,44512.6829834,131.981384277,1197.0,14325.0001221,9599.99996948
enderta,tigray,tigray,13.4373660001,39.5551344931,169.0,0.0,1997.04422188,432.591719627,133704.103088,7.32715891266,600.961608887,35919.8939209,261.191894531,1859.0,15833.9743652,16500.0
enebsisarmidir,amhara,east gojam,10.8643782646,38.3927659279,284.0,0.0,4719.87111664,497.280663311,25905.4182129,33.9306463013,3300.0,62664.6506348,700.0,2275.0,28400.0,27000.0
enemay,amhara,east gojam,10.5009800291,38.1743777379,197.0,0.0,890.368668079,200.90790239,23715.9790039,15.0629559326,2200.0,38023.3952637,65.5854644775,2122.0,28300.0,19257.5999146
enemor ener,snnpr,gurage,7.98470422564,37.7558766863,480.0,1.0,4614.69231796,1144.46988979,17401.3837891,9.21317757034,3051.03601074,50336.8430176,395.003509521,1039.5,11685.6955566,13703.4334106
ensaro,amhara,north shoa,9.82598653826,38.896167511,86.0,0.0,724.106702805,280.9116759,30945.8688965,2.719166852,200.0,25830.0961914,79.9665374756,1121.0,8901.19042969,9800.0
erbti,afar,afar,13.160895302,40.4032244051,106.0,0.0,2278.10919762,3025.00449085,200.0,5.29215337372,749.162506103,184.523803711,200.0,531.0,316.666660309,3096.66666412
erer,harreri,harreri,9.34497,42.21092,53.0,0.0,4847.65460587,1425.04167604,5347.14855957,6.01276057243,454.327636719,3265.25675201,100.0,285.0,2041.66665649,2970.0
